Fund Name,Currency,Risk Rating,Cash,CPFIS-OA,CPFIS-SA,SRS,Management Fee,Annual Expense Ratio,Fund Size(million),Initial,Subsequent,Indicated Gross <br\/> Dividend Yield* (%),Cash Investment,Frequency,FSM Sales Charge,
"Manulife Global Fund - Asia Pacific REIT S (G) MDIST SGD-H",SGD,10,Y,N,N,Y,1.25%,1.49%,USD 453.40,1000.00,100.00,4.53%,Payout,M,0,
"Fidelity EURO STOXX 50 A-EUR",EUR,8,Y,N,N,N,0.20%,0.29%,EUR 195.00,1000.00,100.00,2.24%,Reinvest,Y,0,
"Nikko AM MyHome Income A SGD",SGD,5,Y,N,N,Y,0.80%,1.29%,SGD 3.03,1000.00,100.00,3.95%,Reinvest,H,0,
"GS Global Multi-Asset Income Portfolio Stable MDist SGD-H",SGD,6,Y,N,N,N,1.25%,1.55%,USD 196.00,5000.00,100.00,4.95%,Payout,M,0,
"Nikko AM ARK Disruptive Innovation B SGD",SGD,10,Y,N,N,N,1.50%,1.64%,USD 10113.68,1000.00,100.00,,,,0,
"Allianz Global Sustainability Cl AM Dis H2-USD",USD,7,Y,N,N,Y,1.80%,1.85%,EUR 1321.84,1000.00,100.00,2.94%,Payout,M,0,
"Allianz Global Sustainability Cl AM Dis H2-SGD",SGD,7,Y,N,N,Y,1.80%,1.85%,EUR 1321.84,1000.00,100.00,2.94%,Payout,M,0,
"Amundi Funds China Equity A2 (C) USD",USD,9,Y,N,N,N,1.95%,2.30%,USD 838.86,1000.00,100.00,,,,0,
"Blackrock China Bond A3 USD",USD,5,Y,N,N,Y,0.75%,0.99%,CNH 55169.49,1000.00,100.00,3.56%,Payout,M,0,
"Blackrock China Bond A6 AUD-H",AUD,5,Y,N,N,Y,0.75%,0.98%,CNH 55169.49,1000.00,100.00,5.72%,Payout,M,0,
"UTI India Dynamic Equity USD",USD,9,Y,N,N,N,1.70%,1.89%,USD 809.44,100.00,100.00,,,,0,
"United Sustainable Credit Income A Acc SGD-H",SGD,4,Y,N,N,Y,1.15%,2.99%,SGD 20.02,1000.00,100.00,,,,0,
"United Sustainable Credit Income A Dis SGD-H",SGD,4,Y,N,N,Y,1.15%,2.93%,SGD 20.02,1000.00,100.00,3.99%,Payout,M,0,
"Threadneedle (Lux) European Select 1E Acc EUR",EUR,8,Y,N,N,N,1.50%,1.65%,EUR 1659.00,1000.00,100.00,,,,0,
"Threadneedle (Lux) European Select 1SH Acc SGD-H",SGD,8,Y,N,N,N,1.50%,1.65%,SGD 2656.90,1000.00,100.00,,,,0,
"Threadneedle (Lux) European Select 1UH Acc USD-H",USD,8,Y,N,N,N,1.50%,1.65%,USD 1997.00,1000.00,100.00,,,,0,
"Blackrock Emerging Markets Equity Income A8 CNH-H",CNH,9,Y,N,N,Y,1.50%,1.87%,USD 576.26,1000.00,100.00,3.28%,Reinvest,M,0,
"JPMorgan Funds - Income A (mth) USD",USD,4,Y,N,N,Y,1.00%,1.20%,USD 8997.50,1000.00,100.00,4.60%,Payout,M,0,
"BNY Mellon Global Emerging Markets A Acc USD",USD,9,Y,N,N,N,2.00%,2.24%,USD 81.95,5000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - Global Dynamic Dividend A Acc SGD-H",SGD,7,Y,N,N,Y,1.50%,,USD 26.80,1000.00,100.00,,,,0,
"BNY Mellon Global Credit H Acc EUR-H",EUR,4,Y,N,N,N,1.00%,1.13%,USD 814.63,5000.00,100.00,,,,0,
"BNP Paribas Global Environment Classic RH MD Dis USD",USD,8,Y,N,N,N,1.75%,2.21%,SGD 1278.79,1000.00,100.00,1.77%,Payout,M,0,
"United Global Innovation A Acc SGD",SGD,10,Y,N,N,Y,1.75%,2.01%,SGD 32.13,1000.00,100.00,,,,0,
"Blackrock Asian High Yield Bond A8 EUR-H",EUR,5,Y,N,N,Y,0.70%,1.21%,USD 784.96,1000.00,100.00,6.99%,Reinvest,M,0,
"Natixis Thematics Safety R/A SGD",SGD,10,Y,N,N,N,1.90%,,USD 794.50,1500.00,100.00,,,,0,
"JPMorgan Investment Funds - Global Dividend A (mth) USD",USD,7,Y,N,N,Y,1.50%,1.78%,USD 426.40,1000.00,100.00,2.25%,Payout,M,0,
"BNY Mellon Global Dynamic Bond A Acc EUR",EUR,4,Y,N,N,N,1.25%,1.39%,USD 470.01,5000.00,100.00,,,,0,
"JPMorgan Funds - Asia Growth A (acc) USD ",USD,8,Y,N,N,Y,1.50%,1.77%,USD 2185.30,1000.00,100.00,,,,0,
"Fidelity Asia Pacific Dividend A-USD",USD,8,Y,N,N,N,1.50%,1.94%,USD 370.00,1000.00,100.00,0.33%,Reinvest,H,0,
"Natixis Thematics Subscription Economy R/A USD",USD,8,Y,N,N,N,1.90%,2.00%,USD 232.90,1000.00,100.00,,,,0,
"Allianz China A Shares AT Acc SGD",SGD,9,Y,N,N,Y,2.25%,2.29%,USD 12787.88,1000.00,100.00,,,,0,
"JPMorgan Funds - Multi-Manager Alternatives A (acc) USD",USD,10,Y,N,N,Y,1.25%,2.60%,USD 1745.30,1000.00,100.00,,,,0,
"Natixis Loomis Sayles Asia Bond Plus R/DIVM USD",USD,6,Y,N,N,N,1.53%,1.60%,USD 48.50,1000.00,100.00,7.55%,Payout,M,0,
"BNP Paribas Emerging Multi-Asset Income Classic RH MD Dis SGD",SGD,6,Y,N,N,N,1.25%,1.67%,USD 85.00,1000.00,100.00,6.85%,Payout,M,0,
"BNP Paribas Sustainable US Value Multi-Factor Equity Classic Cap USD",USD,8,Y,N,N,N,1.50%,1.97%,USD 144.00,1000.00,100.00,,,,0,
"HGIF - Global Investment Grade Securitised Credit Bond AM2 USD",USD,4,Y,N,N,N,0.90%,1.15%,USD 1480.13,1000.00,100.00,1.64%,Payout,M,0,
"UTI Indian Fixed Income SGD",SGD,5,Y,N,N,N,1.20%,2.13%,USD 49.29,100.00,100.00,4.85%,Reinvest,H,0,
"PIMCO Dynamic Multi-Asset Cl M-Retail Inc II SGD",SGD,6,Y,N,N,Y,1.85%,1.85%,EUR 7100.00,10000.00,100.00,2.52%,Payout,M,0,
"Aberdeen Standard SICAV I - Frontier Markets Bond A Acc SGD-H",SGD,7,Y,N,N,Y,1.50%,1.83%,USD 571.10,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - Frontier Markets Bond A Acc USD",USD,7,Y,N,N,N,1.50%,1.79%,USD 571.10,1000.00,100.00,,,,0,
"Aberdeen Standard SICAV I - Frontier Markets Bond A MInc USD",USD,7,Y,N,N,N,1.50%,1.79%,USD 571.10,1000.00,100.00,5.85%,Payout,M,0,
"Aberdeen Standard SICAV I - Frontier Markets Bond A MIncA SGD-H",SGD,7,Y,N,N,Y,1.50%,1.83%,USD 571.10,1000.00,100.00,5.83%,Payout,M,0,
"Fullerton Lux Funds - Asia Absolute Alpha A Acc SGD",SGD,8,Y,N,N,Y,1.50%,1.68%,null ,1000.00,100.00,,,,0,
"Blackrock Future of Transport A2 USD",USD,9,Y,N,N,Y,1.50%,1.82%,USD 1331.06,1000.00,100.00,,,,0,
"Blackrock China Bond A6 SGD-H",SGD,5,Y,N,N,Y,0.75%,0.98%,CNH 55169.49,1000.00,100.00,5.71%,Payout,M,0,
"BNY Mellon Global Dynamic Bond A Inc USD",USD,4,Y,N,N,N,1.25%,1.39%,USD 470.01,5000.00,100.00,0.74%,Payout,Q,0,
"Threadneedle (Lux) Global Equity Income 1U Acc USD",USD,7,Y,N,N,N,1.50%,1.68%,USD 226.70,1000.00,100.00,,,,0,
"Threadneedle (Lux) Global Equity Income 1ST Inc SGD-H",SGD,7,Y,N,N,N,1.50%,1.68%,SGD 301.60,1000.00,100.00,4.11%,Payout,M,0,
"Manulife Global Fund - Asia Pacific REIT AA (G) MDIST USD",USD,10,Y,N,N,N,1.50%,1.75%,USD 453.40,1000.00,100.00,4.63%,Payout,M,0,
"Janus Henderson Horizon Pan European Property Equities A2 Acc SGD",SGD,10,Y,N,N,N,1.20%,1.87%,EUR 518.55,1000.00,100.00,,,,0,
"JPMorgan Funds - Income A (mth) SGD-H",SGD,4,Y,N,N,Y,1.00%,1.20%,USD 8997.50,1000.00,100.00,4.62%,Payout,M,0,
"Janus Henderson Horizon Global Technology Leaders A2 SGD",SGD,10,Y,N,N,N,1.20%,1.88%,USD 4330.00,1000.00,100.00,,,,0,
"Natixis Thematics Meta R/A SGD",SGD,7,Y,N,N,N,1.90%,,USD 717.60,1500.00,100.00,,,,0,
"Blackrock Next Generation Technology A2 USD",USD,10,Y,N,N,Y,1.50%,1.82%,USD 5922.58,1000.00,100.00,,,,0,
"Natixis Loomis Sayles Asia Bond Plus R/DIVM SGD",SGD,6,Y,N,N,N,1.53%,,null ,1500.00,100.00,7.63%,Payout,M,0,
"Neuberger Berman US Small Cap A Acc USD",USD,10,Y,N,N,Y,1.70%,1.83%,USD 907.28,1000.00,100.00,,,,0,
"Fidelity Sustainable Water & Waste Fund A-ACC-USD",USD,8,Y,N,N,N,1.50%,1.90%,USD 2212.00,1000.00,100.00,,,,0,
"United China A Share Innovation A Acc SGD",SGD,10,Y,N,N,Y,1.75%,1.93%,SGD 936.87,1000.00,100.00,,,,0,
"FTIF - Franklin Global Income A Mdis USD",USD,6,Y,N,N,N,0.85%,1.60%,USD 30.00,1000.00,100.00,4.00%,Payout,M,0,
"UTI Indian Fixed Income USD",USD,5,Y,N,N,N,1.20%,2.13%,USD 49.29,100.00,100.00,0.46%,Reinvest,H,0,
"HGIF - Global Emerging Markets Multi-Asset Income AM3O SGD",SGD,6,Y,N,N,Y,1.35%,1.73%,USD 112.53,1000.00,100.00,3.55%,Payout,M,0,
"HGIF - Global Emerging Markets Multi-Asset Income AM2 USD",USD,6,Y,N,N,N,1.35%,1.72%,USD 112.53,1000.00,100.00,3.66%,Payout,M,0,
"HGIF - Global Emerging Markets Multi-Asset Income AM3O AUD",AUD,6,Y,N,N,N,1.35%,1.74%,USD 112.53,1000.00,100.00,2.31%,Payout,M,0,
"Fidelity Enhanced Reserve A-ACC-USD",USD,3,Y,N,N,N,0.50%,0.60%,USD 3104.00,1000.00,100.00,,,,0,
"Natixis Thematics Subscription Economy R/A SGD-H",SGD,8,Y,N,N,N,1.90%,2.00%,null ,1500.00,100.00,,,,0,
"Blackrock Dynamic High Income A2 SGD-H",SGD,8,Y,N,N,Y,1.50%,1.76%,USD 3175.25,1000.00,100.00,,,,0,
"PineBridge Japan Small Cap Equity A USD",USD,10,Y,N,N,N,1.30%,2.02%,USD 432.00,1000.00,100.00,,,,0,
"Fullerton Lux Funds - Asian High Yield Bonds A Dis USD",USD,5,Y,N,N,N,1.25%,1.41%,USD 143.86,1000.00,100.00,4.96%,Payout,Q,0,
"Schroder ISF China Opportunities A Acc USD",USD,9,Y,N,N,N,1.50%,1.85%,USD 1780.75,1000.00,100.00,,,,0,
"BNY Mellon Emerging Markets Debt Total Return H Acc EUR-H",EUR,5,Y,N,N,N,1.00%,1.17%,USD 144.13,5000.00,100.00,,,,0,
"United Global Healthcare A Acc SGD-H",SGD,10,Y,N,N,Y,1.75%,2.11%,SGD 766.26,1000.00,100.00,,,,0,
"BNP Paribas Consumer Innovators Classic Cap EUR",EUR,10,Y,N,N,N,1.50%,1.97%,EUR 1225.00,1000.00,100.00,,,,0,
"DWS Invest Global Agribusiness SGD LC",SGD,10,Y,N,N,N,1.50%,1.68%,USD 506.50,1000.00,100.00,,,,0,
"DWS Invest Global Agribusiness USD LC",USD,10,Y,N,N,N,1.50%,1.68%,USD 506.50,1000.00,100.00,,,,0,
"PineBridge US Large Cap Research Enhanced A5H SGD ",SGD,8,Y,N,N,Y,1.00%,1.67%,USD 150.50,1000.00,100.00,,,,0,
"GS Global Real Estate Equity Portfolio Gross QDist USD",USD,10,Y,N,N,N,1.50%,1.90%,USD 42.00,5000.00,100.00,4.46%,Payout,Q,0,
"BNP Paribas Europe Multi-Asset Income Classic RH MD CNH",CNH,6,Y,N,N,N,1.25%,,EUR 164.00,1000.00,100.00,8.09%,Payout,M,0,
"Janus Henderson Horizon Asia-Pacific Property Income A5m USD",USD,10,Y,N,N,N,1.20%,1.93%,USD 39.54,1000.00,100.00,6.61%,Payout,M,0,
"Threadneedle (Lux) Global Equity Income 1SC Inc SGD-H",SGD,7,Y,N,N,N,1.50%,1.68%,SGD 301.60,1000.00,100.00,2.70%,Payout,Q,0,
"Schroder ISF Global Multi-Asset Income A Dis GBP-H",GBP,5,Y,N,N,N,1.25%,1.57%,USD 2115.06,1000.00,100.00,4.91%,Payout,M,0,
"Eastspring Investments - Global Growth Equity A USD",USD,7,Y,N,N,N,1.50%,1.88%,USD 49.80,1000.00,100.00,,,,0,
"Allianz Flexi Asia Bond Cl AT Acc USD",USD,4,Y,N,N,Y,1.50%,1.54%,USD 438.32,1000.00,100.00,,,,0,
"Eastspring Investments - China A Shares Growth  A USD",USD,9,Y,N,N,N,1.50%,1.83%,USD 248.50,1000.00,100.00,,,,0,
"Blackrock World Mining A4 GBP",GBP,10,Y,N,N,Y,1.75%,2.07%,USD 7471.73,1000.00,100.00,0.30%,Reinvest,Y,0,
"FTIF - Franklin Strategic Income A Mdis USD",USD,3,Y,N,N,N,0.75%,1.35%,USD 740.00,1000.00,100.00,4.24%,Payout,M,0,
"Allianz Global Opportunistic Bond Cl AMg Dis H2-AUD",AUD,4,Y,N,N,Y,1.14%,1.17%,USD 250.09,1000.00,100.00,3.97%,Payout,M,0,
"Allianz Thematica Cl AMg DIS H2-SGD",SGD,7,Y,N,N,Y,1.90%,1.96%,USD 2812.60,1000.00,100.00,2.87%,Payout,M,0,
"Allianz Thematica Cl AT Acc H2-SGD",SGD,7,Y,N,N,Y,1.90%,1.94%,USD 2812.60,1000.00,100.00,,,,0,
"GS Global Equity Partners Portfolio Acc USD ",USD,7,Y,N,N,N,1.50%,1.67%,USD 1238.00,5000.00,100.00,,,,0,
"GS US Core Equity Portfolio Acc SGD",SGD,8,Y,N,N,N,1.00%,1.14%,USD 1737.00,5000.00,100.00,,,,0,
"Blackrock Future of Transport A2 SGD-H",SGD,9,Y,N,N,Y,1.50%,1.82%,USD 1331.06,1000.00,100.00,,,,0,
"Blackrock Next Generation Technology A2 SGD-H",SGD,10,Y,N,N,Y,1.50%,1.82%,USD 5922.58,1000.00,100.00,,,,0,
"Blackrock Global Bond Income A2 USD",USD,4,Y,N,N,Y,1.00%,1.23%,USD 151.93,1000.00,100.00,,,,0,
"Allianz China A Shares AT Acc USD",USD,9,Y,N,N,Y,2.25%,2.29%,USD 12787.88,1000.00,100.00,,,,0,
"DWS Invest Multi Opportunities LCH USD",USD,6,Y,N,N,N,1.30%,1.20%,EUR 529.60,1000.00,100.00,,,,0,
"GS Europe CORE Equity Portfolio Acc USD-H",USD,8,Y,N,N,N,1.25%,1.41%,EUR 1729.00,5000.00,100.00,,,,0,
"Neuberger Berman European High Yield Bond A MDis SGD-H",SGD,4,Y,N,N,Y,1.20%,1.40%,EUR 31.71,1000.00,100.00,,Payout,M,0,
"Natixis Thematics Water R/A USD",USD,10,Y,N,N,N,1.90%,2.00%,USD 306.80,1000.00,100.00,,,,0,
"GS Global CORE Equity Portfolio Acc Close USD",USD,7,Y,N,N,N,1.25%,1.38%,USD 3753.00,5000.00,100.00,,,,0,
"Eastspring Investments - Asia Real Estate Multi Asset Income Cl A USD",USD,8,Y,N,N,N,1.20%,1.43%,USD 158.40,1000.00,100.00,,,,0,
"Eastspring Investments - Asia Real Estate Multi Asset Income Cl ADM USD",USD,8,Y,N,N,N,1.20%,1.44%,USD 158.40,1000.00,100.00,3.61%,Payout,M,0,
"Eastspring Investments - Asia Real Estate Multi Asset Income Cl ASDM SGD-H",SGD,8,Y,N,N,N,1.20%,1.44%,USD 158.40,1000.00,100.00,5.11%,Payout,M,0,
"Eastspring Investments - Asia Sustainable Bond A USD",USD,4,Y,N,N,N,1.00%,1.39%,USD 73.90,1000.00,100.00,,,,0,
"LionGlobal Asia Bond USD",USD,4,Y,N,N,N,1.00%,1.11%,SGD 142.60,1000.00,100.00,,Payout,Q,0,
"HGIF - Asia High Yield Bond AM2 USD",USD,5,Y,N,N,N,1.25%,1.60%,USD 1979.95,1000.00,100.00,6.23%,Payout,M,0,
"Fidelity Asia Pacific Opportunities A-ACC-USD",USD,8,Y,N,N,N,1.50%,1.93%,USD 2362.00,1000.00,100.00,,,,0,
"Fidelity Asia Pacific Opportunities A-ACC-SGD (hedged)",SGD,8,Y,N,N,Y,1.50%,,USD 2362.00,1000.00,100.00,,,,0,
"BNP Paribas Europe Multi-Asset Income Classic MD EUR",EUR,6,Y,N,N,N,1.25%,,EUR 164.00,1000.00,100.00,4.90%,Payout,M,0,
"Blackrock Global Corporate Bond A2 USD",USD,3,Y,N,N,Y,0.90%,1.11%,USD 1618.65,1000.00,100.00,,,,0,
"FTIF - Franklin Strategic Income A Acc USD",USD,3,Y,N,N,N,0.75%,1.35%,USD 740.00,1000.00,100.00,,,,0,
"Allianz Dynamic Asian High Yield Bond Cl AMg DIS SGD",SGD,5,Y,N,N,Y,1.25%,1.55%,USD 994.05,1000.00,100.00,8.60%,Payout,M,0,
"Allianz Income and Growth Cl AMg2 DIS H2-SGD",SGD,7,Y,N,N,Y,1.25%,1.55%,USD 34043.52,1000.00,100.00,3.94%,Payout,M,0,
"Allianz US High Yield Cl AM DIS H2-GBP",GBP,4,Y,N,N,Y,1.00%,1.36%,USD 1039.76,1000.00,100.00,5.95%,Payout,M,0,
"Allianz US Short Duration High Income Bond Cl AM DIS SGD",SGD,4,Y,N,N,Y,1.10%,1.34%,USD 1531.08,1000.00,100.00,4.56%,Payout,M,0,
"Blackrock Global Allocation A2 AUD-H",AUD,6,Y,N,N,Y,1.50%,1.78%,USD 17555.88,1000.00,100.00,,,,0,
"Eastspring Investments - Asian Equity Income AS SGD",SGD,8,Y,N,N,Y,1.50%,1.62%,USD 622.60,1000.00,100.00,,,,0,
"Blackrock Circular Economy A2 SGD-H",SGD,7,Y,N,N,Y,1.50%,1.81%,USD 1808.09,1000.00,100.00,,,,0,
"HGIF - Asia High Yield Bond AM3H AUD",AUD,5,Y,N,N,N,1.25%,1.62%,USD 1979.95,1000.00,100.00,5.18%,Payout,M,0,
"GS Emerging Markets Debt Portfolio Stable MDist SGD-H",SGD,5,Y,N,N,N,1.25%,1.38%,USD 5547.00,5000.00,100.00,6.05%,Payout,M,0,
"Allianz American Income AM Dis USD",USD,3,Y,N,N,Y,1.50%,1.38%,USD 202.32,1000.00,100.00,4.69%,Payout,M,0,
"BNP Paribas Asia ex-Japan Bond Classic MD Dis USD",USD,4,Y,N,N,N,1.25%,1.62%,USD 52.00,1000.00,100.00,5.10%,Payout,M,0,
"JPMorgan Investment Funds - Global Income A (mth) GBP-H",GBP,5,Y,N,N,Y,1.25%,1.45%,USD 27976.80,1000.00,100.00,3.99%,Payout,M,0,
"Fidelity Enhanced Reserve A-MINCOME(G)-USD",USD,3,Y,N,N,N,0.50%,0.60%,USD 3104.00,1000.00,100.00,3.07%,Payout,M,0,
"Threadneedle (Lux) Pan European Small Cap Opportunities AE USD",USD,10,Y,N,N,Y,1.50%,1.85%,EUR 1036.00,1000.00,100.00,,,,0,
"GS US Core Equity Portfolio Acc USD",USD,8,Y,N,N,N,1.00%,1.15%,USD 1737.00,5000.00,100.00,,,,0,
"BNP Paribas Europe Multi-Asset Income Classic RH Cap AUD",AUD,6,Y,N,N,N,1.25%,,EUR 164.00,1000.00,100.00,,,,0,
"Fullerton SGD Cash Fund A SGD",SGD,0,Y,N,N,Y,0.10%,0.15%,SGD 1130.07,1000.00,100.00,,,,0,
"JPMorgan Funds - Greater China A (acc) SGD",SGD,8,Y,N,N,Y,1.50%,1.80%,USD 3100.80,1000.00,500.00,,,,0,
"JPMorgan Investment Funds - Global Macro Opportunities A (acc) AUD-H",AUD,10,Y,N,N,Y,1.25%,1.45%,USD 6585.70,1000.00,100.00,,,,0,
"Manulife SGD Income A SGD",SGD,3,Y,N,N,Y,1.00%,1.15%,SGD 661.69,1000.00,100.00,,,,0,
"Neuberger Berman Short Duration High Yield Bond A Acc USD",USD,4,Y,N,N,Y,1.20%,1.34%,USD 657.65,1000.00,100.00,,,,0,
"Threadneedle (Lux) Global Focus AU Acc USD",USD,7,Y,N,N,Y,1.50%,1.80%,USD 1832.50,1000.00,100.00,,,,0,
"United Income Focus Trust Acc SGD",SGD,6,Y,N,N,Y,1.25%,1.54%,SGD 1213.11,1000.00,100.00,,,,0,
"Fullerton USD Cash Fund A USD",USD,2,Y,N,N,N,0.12%,0.28%,SGD 503.35,1000.00,100.00,,,,0,
"Natixis Harris Associates Global Equity PA SGD",SGD,7,N,Y,N,N,1.69%,1.75%,USD 1831.80,1500.00,100.00,,,,0,
"Manulife Global Fund - Global Equity S SGD",SGD,7,Y,N,N,Y,1.50%,1.70%,USD 246.77,1000.00,100.00,,,,0,
"Manulife Global Fund - Dragon Growth S MDISTG SGD-H",SGD,9,Y,N,N,N,1.50%,,USD 592.53,1000.00,100.00,0.98%,Payout,M,0,
"Fidelity Singapore A-USD",USD,8,Y,N,N,N,1.50%,1.91%,USD 140.00,1000.00,100.00,1.71%,Reinvest,Y,0,
"FTIF - Templeton European Opportunities A Acc USD",USD,8,Y,N,N,N,1.00%,1.88%,EUR 141.00,1000.00,100.00,,,,0,
"FSSA Global Emerging Markets Focus I Acc SGD",SGD,9,Y,N,N,N,1.50%,1.69%,SGD 47.90,1000.00,100.00,,,,0,
"Blackrock Asian Dragon A2 EUR",EUR,8,Y,N,N,Y,1.50%,1.85%,USD 1340.41,1000.00,100.00,,,,0,
"Blackrock Asian Dragon A2 GBP",GBP,8,Y,N,N,Y,1.50%,1.85%,USD 1340.41,1000.00,100.00,,,,0,
"GS Emerging Markets Multi-Asset Portfolio Cap MDist SGD-Partially-H",SGD,6,Y,N,N,N,1.40%,1.80%,USD 21.00,1000.00,100.00,4.92%,Payout,M,0,
"JPMorgan Funds - Global Bond Opportunities Sustainable A (mth) SGD-H",SGD,4,Y,N,N,Y,1.00%,1.20%,USD 910.20,1000.00,100.00,3.69%,Payout,M,0,
"JPMorgan Funds - Global Bond Opportunities Sustainable A (mth) USD",USD,4,Y,N,N,Y,1.00%,1.15%,USD 910.20,1000.00,100.00,3.70%,Payout,M,0,
"LionGlobal Short Duration Bond Cl A Acc USD-H",USD,2,Y,N,N,N,0.50%,0.55%,SGD 703.10,1000.00,100.00,,,,0,
"FTIF - Franklin Strategic Income A Acc EUR",EUR,3,Y,N,N,N,0.75%,1.35%,USD 740.00,1000.00,100.00,,,,0,
"FTIF - Franklin Strategic Income A Mdis SGD-H1",SGD,3,Y,N,N,Y,0.75%,1.35%,USD 740.00,1000.00,100.00,4.38%,Payout,M,0,
"CPR Invest - Climate Action A2 Acc USD-H",USD,9,Y,N,N,N,1.70%,2.25%,EUR 312.32,1000.00,100.00,,,,0,
"Blackrock ESG Multi-Asset A8 SGD-H",SGD,6,Y,N,N,Y,1.20%,1.43%,EUR 2562.64,1000.00,100.00,1.77%,Payout,M,0,
"BNY Mellon Long Term Global Equity B Acc USD",USD,7,Y,N,N,N,1.50%,1.61%,EUR 1372.58,10000.00,100.00,,,,0,
"Fullerton USD Income B USD",USD,4,Y,N,N,N,0.80%,0.88%,USD 712.06,1000.00,100.00,4.09%,Payout,Q,0,
"Aberdeen Standard SICAV I - Global Dynamic Dividend A Acc USD",USD,7,Y,N,N,N,1.50%,,USD 26.80,1000.00,100.00,,,,0,
"HGIF - Singapore Dollar Income Bond AM3H USD",USD,3,Y,N,N,N,0.80%,1.02%,SGD 350.92,1000.00,100.00,2.73%,Payout,M,0,
"Natixis Thematics AI & Robotics Fund R/A USD",USD,10,Y,N,N,N,1.83%,2.00%,USD 444.90,1000.00,100.00,,,,0,
"Blackrock Fixed Income Global Opportunities A2 USD",USD,4,Y,N,N,Y,1.00%,1.22%,USD 10703.34,1000.00,100.00,,,,0,
"PIMCO Dynamic Multi-Asset Cl M Inc II USD-H",USD,6,Y,N,N,N,1.85%,1.85%,EUR 3800.00,1000.00,100.00,3.60%,Payout,M,0,
"HGIF - Global Investment Grade Securitised Credit Bond AM3H AUD",AUD,4,Y,N,N,N,0.90%,1.17%,USD 1480.13,1000.00,100.00,0.45%,Payout,M,0,
"BNP Paribas Europe Multi-Asset Income Classic RH MD USD",USD,6,Y,N,N,N,1.25%,,EUR 164.00,1000.00,100.00,5.62%,Payout,M,0,
"Natixis Thematics Subscription Economy R/A SGD",SGD,8,Y,N,N,N,1.90%,2.00%,null ,1500.00,100.00,,,,0,
"Janus Henderson Horizon Pan European Equity A2 Acc SGD",SGD,8,Y,N,N,N,1.20%,1.88%,EUR 676.71,1000.00,100.00,,,,0,
"Janus Henderson Horizon Asia-Pacific Property Income A5m SGD",SGD,10,Y,N,N,N,1.20%,1.93%,USD 39.54,1000.00,100.00,6.83%,Payout,M,0,
"Blackrock Global Multi-Asset Income A2 USD",USD,5,Y,N,N,Y,1.50%,1.77%,USD 6840.35,1000.00,100.00,,,,0,
"Fidelity Asia Pacific Strategic Income A-HMDIST(G)-AUD (hedged)",AUD,4,Y,N,N,N,1.00%,1.33%,USD 88.00,1000.00,100.00,6.04%,Payout,M,0,
"Blackrock Dynamic High Income A8 NZD-H",NZD,8,Y,N,N,Y,1.50%,1.76%,USD 3175.25,1000.00,100.00,4.92%,Reinvest,M,0,
"HGIF - Global High Income Bond AC USD",USD,4,Y,N,N,N,1.25%,1.50%,USD 1553.95,1000.00,100.00,,,,0,
"Blackrock Asian Tiger Bond A3 USD",USD,4,Y,N,N,Y,1.00%,1.22%,USD 5862.95,1000.00,100.00,3.41%,Payout,M,0,
"Blackrock Asian High Yield Bond A8 SGD-H",SGD,5,Y,N,N,Y,0.70%,1.21%,USD 784.96,1000.00,100.00,7.83%,Reinvest,M,0,
"GS US Real Estate Balanced Portfolio MDist Cap MBS SGD-H",SGD,8,Y,N,N,N,1.50%,1.78%,USD 220.00,5000.00,100.00,3.50%,Payout,M,0,
"FSSA Japan Equity I Acc USD",USD,9,Y,N,N,N,1.55%,1.81%,USD 380.90,1000.00,100.00,,,,0,
"BNY Mellon Emerging Markets Corporate Debt A Acc EUR",EUR,5,Y,N,N,N,1.50%,1.62%,USD 436.12,5000.00,100.00,,,,0,
"Fidelity China Focus A-ACC USD",USD,9,Y,N,N,N,1.50%,1.91%,USD 2470.00,1000.00,100.00,,,,0,
"Fidelity Emerging Europe Middle East and Africa A-EUR",EUR,9,Y,N,N,N,1.50%,1.93%,USD 561.00,1000.00,100.00,2.32%,Reinvest,Y,0,
"Fidelity France A-EUR",EUR,9,Y,N,N,N,1.50%,1.93%,EUR 60.00,1000.00,100.00,0.63%,Reinvest,Y,0,
"Fidelity Thailand A-USD",USD,9,Y,N,N,N,1.50%,1.94%,USD 249.00,1000.00,100.00,1.13%,Reinvest,Y,0,
"Fidelity US Dollar Cash A-USD",USD,2,Y,N,N,N,0.15%,0.61%,USD 1532.00,1000.00,100.00,1.49%,Reinvest,Y,0,
"JPMorgan Funds - Income A (mth) AUD-H",AUD,4,Y,N,N,Y,1.00%,1.20%,USD 8997.50,1000.00,100.00,4.30%,Payout,M,0,
"BNY Mellon Global Short-Dated High Yield Bond H Acc EUR-H",EUR,4,Y,N,N,N,1.25%,1.37%,USD 711.51,5000.00,100.00,,,,0,
"CPR Invest - Climate Action A2 Acc SGD-H",SGD,9,Y,N,N,N,1.70%,2.22%,SGD 363.77,1000.00,100.00,,,,0,
"GS US Real Estate Balanced Portfolio MDist Cap MBS USD",USD,8,Y,N,N,N,1.50%,1.77%,USD 220.00,5000.00,100.00,1.93%,Payout,M,0,
