Trading Name,Trading Code,RIC,Mkt Cap ($M),Tot. Rev ($M),P/E,Yield (%),Sector,GTI Score
Katrina,1A0,KATR.SI,28.94,57.419,,,Cyclical Consumer Services,51
Kencana Agri,BNE,KCAL.SI,47.07,138.437,8.82,,Food & Beverages,67
Keong Hong,5TT,KEHO.SI,83.685,49.438,,,Industrial & Commercial Services,57
Kep Infra Tr,A7RU,KEPL.SI,2770.002,1551.9,,6.7,Utilities,79.5
KepPacOakReitUSD,CMOU,KPEL.SI,719.999,139.59,12.67,8.2,Real Estate,91.5
Keppel Corp,BN4,KPLM.SI,9685.367,6574.342,,1.88,Consumer Goods Conglomerates,122
Keppel DC Reit,AJBU,KEPE.SI,4231.008,265.571,25.15,3.19,Real Estate,88.3
Keppel Reit,K71U,KASA.SI,4294.985,170.223,,,Real Estate,81.9
Khong Guan,K03,KHON.SI,39.493,63.861,33.43,1.31,Food & Beverages,55
Kim Heng,5G2,KIMH.SI,48.28,37.643,,,Energy - Fossil Fuels,65
Kimly,1D0,KIML.SI,419.575,226.037,11.33,4,Cyclical Consumer Services,67
King Wan,554,KIWC.SI,12.221,45.906,,,Industrial & Commercial Services,71
KingsmenCreative,5MZ,KMEN.SI,59.575,286.958,,,Industrial & Commercial Services,54
Kitchen Culture,5TI,KCHL.SI,36.521,12.743,,,Retailers,71
Koda,BJZ,KODA.SI,58.078,87.15,8.58,1.43,Cyclical Consumer Products,92
Koh Bros,K75,KBRO.SI,74.46,243.066,,,Industrial & Commercial Services,60
Koh Eco,5HV,KBEE.SI,126.48,182.264,,,Industrial & Commercial Services,55
Koon,5DL,KOON.SI,11.133,89.27,,,Industrial & Commercial Services,
KOP,5I1,KOPL.SI,58.722,8.824,,,Cyclical Consumer Services,86
Kori,5VC,KORI.SI,14.384,14.74,32.66,,Industrial & Commercial Services,74
Koufu,VL6,KOUF.SI,363.632,192.375,36.78,1.83,Cyclical Consumer Services,74
Koyo Intl,5OC,KOYO.SI,12.552,16.861,28.83,0.78,Industrial & Commercial Services,55
KrisEnergy,SK3,KRIS.SI,44.997,60.255,,,Energy - Fossil Fuels,78
KS Energy,578,KSTL.SI,17.148,39.982,,,Energy - Fossil Fuels,49
KSH,ER0,KSHH.SI,210.802,153.094,,5.95,Industrial & Commercial Services,74
KTL Global,EB7,KTLG.SI,20.834,1.985,,,Cyclical Consumer Services,57
KTMG,XCF,KTMG.SI,33.936,70.995,10.95,,Cyclical Consumer Products,55
Lasseters Intl,5EL,LASS.SI,19.955,37.155,,,Cyclical Consumer Services,54
Leader Env,LS9,LETL.SI,157.91,2.848,,,Industrial & Commercial Services,52
Lendlease Reit,JYEU,LEND.SI,909.367,75.737,31.88,4.77,Real Estate,
Ley Choon,Q0X,LEYC.SI,16.587,75.594,16.67,,Industrial & Commercial Services,84
LHN,41O,LHNL.SI,118.721,147.072,3.32,5.93,Real Estate,76
LHT,BEI,LHTH.SI,33.811,33.625,11.64,4.72,Applied Resources,80
Lian Beng,L03,LIBG.SI,248.987,442.103,8.49,2.13,Industrial & Commercial Services,65
Libra,5TR,LIGL.SI,7.553,37.191,,,Industrial & Commercial Services,70
LifeBrandz,1D3,LIFE.SI,14.422,0.719,,,Cyclical Consumer Services,55
LifeBrandz R,FZWR,,,,,,,
Lion Asiapac,BAZ,LIAS.SI,38.119,16.592,162.63,,Mineral Resources,56
Lippo Malls Tr,D5IU,LMRT.SI,491.094,127.215,,4.38,Real Estate,90.5
Livingstone,PRH,LIVI.SI,59.714,0.343,,,Healthcare Services,
Lonza,O6Z,LONN.S,43698.262,4508,60.03,0.51,Pharmaceuticals & Medical Research,
Lorenzo Intl,5IE,LRZI.SI,6.589,24.919,,,Retailers,50
Low Keng Huat,F1E,LKH.SI,365.714,52.324,5.73,5.05,Industrial & Commercial Services,65
Lum Chang,L19,LUCS.SI,154.012,265.843,,4.38,Industrial & Commercial Services,65
Luminor,5UA,LUMI.SI,14.184,7.748,,30.61,Real Estate,69
Lung Kee Bermuda,L09,0255.HK,2210.871,2064.882,12.21,8,Industrial Goods,
Luxking,BKK,LUKG.SI,3.099,87.019,2.16,,Chemicals,59
LY Corp,1H8,LYCO.SI,81.687,76.88,52.51,0.5,Cyclical Consumer Products,74
M Development,N14,MDVT.SI,3.75,0.04,,,Mineral Resources,25
Magnus Energy,41S,MAGN.SI,12.608,10.628,,,Energy - Fossil Fuels,58
Man Oriental USD,M04,MOIL.SI,2412.894,183.7,,,Cyclical Consumer Services,
Manhattan Res,L02,MANH.SI,125.433,9.182,5.87,,Utilities,51
ManulifeReit USD,BTOU,MANU.SI,1201.704,194.312,,7.47,Real Estate,93.8
Mapletree Com Tr,N2IU,MACT.SI,6839.615,478.997,99.66,3.91,Real Estate,67.7
Mapletree Ind Tr,ME8U,MAPI.SI,7366.449,447.203,38.54,3.95,Real Estate,81.2
Mapletree Log Tr,M44U,MAPL.SI,8523.579,561.14,18.19,3.93,Real Estate,85.2
Mapletree NAC Tr,RW0U,MAPE.SI,3654.631,391.415,,5.83,Real Estate,90.2
MarcoPolo Marine,5LY,MAPM.SI,88.17,30.849,,,Transportation,42
Maruwa Yen1k,M12,5344.T,134112.484,41438.02,19.28,0.59,Technology Equipment,
Mary Chia,5OX,MARY.SI,10.291,6.786,,,Personal & Household Products & Services,65
Matex Intl,M15,MATE.SI,10.286,24.629,,,Chemicals,75
Maxi-Cash Fin,5UF,MAXI.SI,187.381,262.821,6.4,19.06,Banking & Investment Services,71
MC Payment,TVV,MCPA.SI,96.648,,,,Industrial & Commercial Services,
MDR Limited,Y3D,MDRT.SI,72.566,192.797,,3.88,Retailers,
Medi Lifestyle,5TN,MEDL.SI,13.845,0.134,,,Healthcare Services,79
Medinex,OTX,MEDN.SI,28.866,10.786,8.26,3.82,Industrial & Commercial Services,84
Medtecs Intl,546,MTCS.SI,538.423,531.434,3.08,6.87,Healthcare Services,55
MegaChem,5DS,MEGA.SI,55.986,105.239,10.92,3.57,Chemicals,83
MeGroup,SJY,MEGR.SI,18.765,60.942,2118.53,2.46,Automobiles & Auto Parts,68
Memiontec,SYM,MEMI.SI,47.355,34.606,35.71,0.86,Utilities,
Memories,1H4,MEMO.SI,24.606,2.837,,,Cyclical Consumer Services,
Mencast,5NF,MCHL.SI,21.638,43.209,,,Energy - Fossil Fuels,61
Mercurius,5RF,MERC.SI,79.139,0,,,Real Estate,51
Mermaid Maritime,DU4,MMPC.SI,104.586,106.601,,,Energy - Fossil Fuels,83
Metal Component,5DX,META.SI,14.821,32.233,,,Mineral Resources,56
Metech Intl,V3M,METE.SI,11.004,2.548,,,Industrial & Commercial Services,39
Metro,M01,MTHL.SI,656.923,97.323,17.8,2.53,Retailers,75
Mewah Intl,MV4,MEWI.SI,675.3,4574.37,5.88,1.67,Food & Beverages,78
MFG Integration,M11,MITD.SI,15.367,10.004,,293.75,Technology Equipment,74
Micro-Mechanics,5DD,MMEC.SI,433.779,70.957,25.2,3.53,Technology Equipment,110
Midas,5EN,MIDA.SI,357.525,,,,Mineral Resources,9
MindChamps,CNE,MIND.SI,68.856,51.8,21.71,,Personal & Household Products & Services,74
Mirach Energy,AWO,MIEL.SI,1.621,0.862,,,Food & Beverages,50
Miyoshi,M03,MIYO.SI,21.443,40.539,,,Technology Equipment,90
MM2 Asia,1B0,MM2A.SI,158.141,75.23,,,Cyclical Consumer Services,79
MoneyMax Fin,5WJ,MFSL.SI,91.988,197.147,4.51,4.54,Retailers,65
Moya Asia,5WE,MOYA.SI,285.844,240.123,8.17,,Industrial & Commercial Services,78
MS Hldgs,40U,MSHO.SI,6.466,10.442,,,Industrial & Commercial Services,62
MSC,NPW,MSCB.KL,860,883.952,17.04,0.47,Mineral Resources,
MSM Intl,5QR,MSML.SI,2.529,21.454,,,Industrial Goods,57
MTQ,M05,MTLS.SI,51.921,49.052,,3.13,Energy - Fossil Fuels,72
Multi-Chem,AWZ,MCHE.SI,147.756,479.714,8.31,4.02,Technology Equipment,73
Mun Siong Engg,MF6,MSEL.SI,27.914,46.929,,0.83,Industrial & Commercial Services,76
Murata Yen1k,PJX,,,,,,,
MYP,F86,MYPL.SI,127.398,21.664,666.67,,Real Estate,67
Nam Cheong,N4E,NMCG.SI,31.294,119.524,,,Industrial Goods,66
Nam Lee Metal,G0I,NLPM.SI,82.873,155.027,5.8,2.94,Cyclical Consumer Products,45
Nanofilm,MZH,NANO.SI,3592.63,,,,Chemicals,
Natural Cool,5IF,NCHL.SI,14.776,120.208,11.61,2.54,Industrial & Commercial Services,81
NauticAWT,42D,NAUT.SI,15.09,7.872,,,Cyclical Consumer Services,54
Neo,5UJ,NEOG.SI,86.937,182.82,4.93,1.98,Cyclical Consumer Services,82
NeraTel,N01,NERA.SI,64.418,131.118,17.13,2.81,Technology Equipment,88
Net Pacific Fin,5QY,NPFH.SI,12.615,0.591,,,Banking & Investment Services,55
NetLink NBN Tr,CJLU,NETL.SI,3721.607,368.466,39.25,5.32,Telecommunications Services,98.9
New Silkroutes,BMT,NEWS.SI,33.905,121.554,,,Healthcare Services,52
New Toyo,N08,NTYO.SI,92.279,242.385,12.15,7.14,Applied Resources,79
New Wave,5FX,NEWW.SI,15.547,14.607,,,Mineral Resources,61
NGSC,B07,NGSC.SI,6.421,0,,,Telecommunications Services,40
Nico Steel,5GF,NICO.SI,4.962,22.933,4.71,,Mineral Resources,63
Nippecraft,N32,NIPP.SI,14.056,189.896,120.53,,Applied Resources,70
No Signboard,1G6,NOSI.SI,25.432,8.156,,,Cyclical Consumer Services,58
Noble,CGP,NOBG.SI,50.142,4660.94,,,Industrial & Commercial Services,8
Noel Gifts Intl,543,NOEL.SI,20.495,18.421,11.16,1,Retailers,55
Nomura Yen1k,N33,8604.T,1948221.5,1617235,12.67,5.81,Banking & Investment Services,
Nordic,MR7,NRGL.SI,128,80.794,22.78,1.72,Industrial & Commercial Services,78
NSL,N02,NATS.SI,300.714,247.106,,6.21,Mineral Resources,48
Ntegrator Intl,5HC,NTOR.SI,13.853,23.102,,,Software & IT Services,58
NutryFarm,AZT,NUTR.SI,35.781,13.585,,,Software & IT Services,50
OCBC Bank,O39,OCBC.SI,55497.813,9143,15.44,2.57,Banking & Investment Services,114
Ocean Sky Intl,1B6,OCEA.SI,21.529,23.954,,,Industrial & Commercial Services,66
Oceanus,579,OCGL.SI,923.283,92.068,126.67,,Food & Beverages,52
OEL,584,OELH.SI,14.007,0.683,,,Real Estate,63
OIO,KUX,OIOH.SI,23.321,1.468,,,Industrial & Commercial Services,
OKH Global,S3N,OKHG.SI,23.702,15.138,,,Industrial & Commercial Services,62
OKP,5CF,OKPH.SI,57.368,69.627,17.37,3.76,Industrial & Commercial Services,75
Olam Intl,O32,OLAM.SI,5953.254,35820.043,31.24,4.12,Food & Beverages,95
Old Chang Kee,5ML,OCKL.SI,86.176,81.605,15.88,1.41,Cyclical Consumer Services,74
Olive Tree,1H2,OLIV.SI,7.642,3.804,,,Real Estate,61
OneApex,5SY,ONEA.SI,13.604,1.154,,,Real Estate,57
Ossia Intl,O08,OSSA.SI,33.094,24.59,12.34,6.87,Retailers,35
OUE,LJ3,OVES.SI,1265.63,530.455,,0.75,Real Estate,64
OUE Com Reit,TS0U,OUEC.SI,2146.163,292.007,,5.28,Real Estate,92.9
OUE Lippo HC,5WA,OUEL.SI,177.725,19.98,,,Healthcare Services,79
Ouhua Energy,AJ2,OUEH.SI,24.147,,,,Energy - Fossil Fuels,44
Overseas Edu,RQ1,OVER.SI,114.225,79.055,11.09,8.36,Academic & Educational Services,64
Oxley,5UX,OXHL.SI,1023.363,1384.268,,2.08,Real Estate,65
P5 Capital,5AI,P5CA.SI,24.133,4.958,,,Cyclical Consumer Products,48
Pacific Andes,P11,PACF.SI,179.347,1103.5,,,Food & Beverages,50
Pacific Century,P15,PCEN.SI,927.409,23.6,,8.49,Holding Companies,69
Pacific Radiance,T8V,PACI.SI,73.707,84.323,,,Energy - Fossil Fuels,71
Pacific Star Dev,1C5,PACS.SI,21.6,1.142,,,Real Estate,63
Pan Asian,5EW,PANA.SI,8.568,22.927,,4.5,Utilities,47
Pan Hong,P36,PANH.SI,111.554,277.968,1.92,6.98,Real Estate,60
Pan Ocean,AZY,PANOx.SI,4214.141,3113.232,28.71,15.86,Transportation,27
PanUnited,P52,PANU.SI,221.129,405.024,214.29,2.54,Mineral Resources,61
Parkson Retail,O9E,PRAL.SI,8.128,173.413,,,Retailers,79
ParkwayLife Reit,C2PU,PWLR.SI,2607.56,121.022,26.01,2.89,Real Estate,80.3
Pavillon,596,PAVI.SI,14.734,8.486,,,Cyclical Consumer Services,42
PEC,IX2,PECL.SI,115.072,378.448,,1.11,Energy - Fossil Fuels,58
Penguin Intl,BTM,PGUN.SI,142.01,119.417,10.75,2.71,Transportation,84
Pharmesis Intl,BFK,PHAR.SI,5.06,9.767,,,Pharmaceuticals & Medical Research,45
Pine Cap,ADJ,PINC.SI,6.428,0.63,,,Banking & Investment Services,11
Plastoform,AYD,PFML.SI,0.505,0.772,,,Technology Equipment,41
PlatoCapital,YYN,PLAT.SI,15.953,,,,Software & IT Services,
PNE Industries,BDA,PNEI.SI,74.686,82.027,17.99,5.62,Industrial Goods,36
Polaris,5BI,POLA.SI,68.213,,,,Retailers,58
Pollux Prop,5AE,PLPS.SI,129.695,,,,Real Estate,55
Powermatic Data,BCY,PMDS.SI,95.951,26.251,12.62,,Technology Equipment,52
Prime US ReitUSD,OXMU,PRIE.SI,913.449,143.557,38.36,8.07,Real Estate,83.4
Procurri,BVQ,PROC.SI,97.099,233.467,35.71,,Software & IT Services,59
Progen,583,POGN.SI,17.573,3.014,,,Industrial & Commercial Services,60
PropNex,OYY,PROP.SI,577.2,600.596,15.89,3.53,Real Estate,72
Prudential USD,K6S,PRU.L,38541.027,39688.773,25.49,0.81,Insurance,
PSL,BLL,PSLL.SI,8.242,8.475,,,Industrial & Commercial Services,61
Q&M Dental,QC7,QMDT.SI,547.324,,,2.5,Healthcare Services,73
QAF,Q01,QAFS.SI,549.381,561.785,13.06,5.24,Food & Beverages,75
Qian Hu,BCV,QIAN.SI,26.679,75.233,,0.85,Food & Beverages,103
QT Vascular,5I0,QTVA.SI,13.437,,,,Healthcare Services,59
Raffles Edu,NR7,RLSE.SI,246.477,96.785,20.12,,Academic & Educational Services,38
Raffles Infrastructure,LUY,RAFL.SI,16.65,4.16,,,Industrial & Commercial Services,56
Raffles Medical,BSL,RAFG.SI,2110.267,568.203,31.65,2.21,Healthcare Services,66
RE&S Hldg,1G1,RESH.SI,55.224,108.191,9.16,3.21,Cyclical Consumer Services,73
Reclaims Global,NEX,RECL.SI,31.44,24.722,14.49,4.17,Industrial & Commercial Services,75
Reenova Investment,5EC,REEN.SI,20.233,0,,,Banking & Investment Services,66
Regal Intl,UV1,REGI.SI,25.865,18.267,,,Real Estate,49
Renaissance United,I11,RENA.SI,18.542,66.767,11.11,,Utilities,64
Resources Gbl,QSD,RESU.SI,19.35,73.247,6.16,,Energy - Fossil Fuels,
Resources Prima,5MM,RESO.SI,46.022,0,,,Energy - Fossil Fuels,61
Revez,RCU,REVE.SI,44.387,6.623,449.15,,Software & IT Services,
Rex Intl,5WH,REXI.SI,244.684,61.946,,,Energy - Fossil Fuels,88
RH PetroGas,T13,RHPG.SI,77.099,74.122,,,Energy - Fossil Fuels,71
RHT HealthTrust,RF1U,RHTH.SI,15.256,0,,,Real Estate,46.2
Rich Capital,5G4,RICH.SI,21.431,0,,,Mineral Resources,56
Riverstone,AP4,RVHL.SI,2049.168,589.604,9.81,4.24,Healthcare Services,73
Roxy-Pacific,E8Z,RXYP.SI,459.517,198.431,,3.11,Real Estate,88
Ryobi Kiso,BDN,RKHL.SI,38.327,146.908,,,Industrial & Commercial Services,66
Sabana Reit,M1GU,SABA.SI,447.561,71.701,,5.39,Real Estate,71.5
Sakae,5DO,SAKA.SI,20.448,22.427,6.18,,Cyclical Consumer Services,46
Samko Timber,E6R,SAMT.SI,83.469,,,,Applied Resources,67
SamuderaShipping,S56,SAMU.SI,180.609,461.831,18.78,2.24,Transportation,76
Samurai,1C3,SAMR.SI,113.219,35.646,20.07,1.46,Chemicals,75
Sanli Env,1E3,SANL.SI,20.955,65.856,54.93,0.77,Industrial & Commercial Services,79
Santak,580,SATK.SI,6.455,12.634,,,Industrial Goods,49
Sapphire,BRD,SAPP.SI,44.02,228.656,5.5,,Industrial & Commercial Services,64
Sarine Tech,U77,SARI.SI,215.74,54.385,67.97,0.87,Industrial Goods,53
Sasseur Reit,CRPU,SASS.SI,1118.706,131.722,20.82,7.61,Real Estate,83.7
SATS,S58,SATS.SI,4496.225,970,,1.5,Transportation,131
SBI Offshore,5PL,SBIO.SI,9.488,0,,,Energy - Fossil Fuels,68
SBS Transit,S61,SBVV.SI,941.832,1230.947,11.93,2.09,Transportation,106
Second Chance,528,SECD.SI,206.774,26.851,35.08,1.64,Retailers,66
Secura,43B,SECU.SI,33.2,33.916,11.16,4.82,Industrial & Commercial Services,59
Sembcorp Ind,U96,SCIL.SI,3896.854,5447,27.81,1.83,Utilities,118
Sembcorp Marine,S51,SCMN.SI,2511.129,1510.28,,,Industrial Goods,94
Sen Yue,5BS,SENY.SI,21.654,175.106,,,Mineral Resources,58
Serial System,S69,SERL.SI,80.615,970.933,223.48,1.24,Industrial Goods,84
Seroja Inv,IW5,SERO.SI,30.841,,,,Transportation,56
SGX,S68,SGXL.SI,11112.932,1095.005,22.37,3.09,Banking & Investment Services,121
Shanghai Turbo,AWM,SHTU.SI,19.838,9.625,,,Industrial Goods,49
Shangri-La HKD,S07,0069.HK,25815.781,8017.461,,,Cyclical Consumer Services,
Shen Yao,A78,SHEY.SI,261.65,91.04,,,Mineral Resources,45
Sheng Siong,OV8,SHEN.SI,2375.588,1402.81,16.79,4.11,Food & Drug Retailing,67
Shinvest,BJW,SHIN.SI,74.763,11.84,,1.4,Industrial Goods,42
Shopper360,1F0,SHOP.SI,11.44,48.803,12.38,,Cyclical Consumer Services,72
SHS,566,SEEH.SI,110.149,35.146,,,Industrial & Commercial Services,61
SIA,C6L,SIAL.SI,14589.963,3815.9,,1.15,Transportation,94
SIA Engineering,S59,SIAE.SI,2473.056,443,,3.64,Transportation,97
SIA LTD R,ZJGR,,,,,,,
SIA LTD R1,1P2R,,,,,,,
SIIC Environment,BHK,SIIC.SI,528.011,1413.994,3.87,4.88,Utilities,66
Silkroad Nickel,STP,SILK.SI,107.098,0.631,,,Mineral Resources,74
Silverlake Axis,5CP,SLVX.SI,674.118,198.669,13.22,3.72,Software & IT Services,79
Sim Leisure,URR,SIMI.SI,30.268,3.085,11.32,,Cyclical Consumer Services,71
Sin Ghee Huat,B7K,SGHC.SI,58.83,29.335,,,Mineral Resources,55
Sin Heng Mach,BKA,SIHM.SI,37.913,53.356,31.46,1.52,Industrial Goods,64
Sinarmas Land,A26,SINA.SI,1296.556,910.476,11.88,0.32,Real Estate,84
Sincap,5UN,SINC.SI,8.505,5.09,,,Energy - Fossil Fuels,39
Sing Inv & Fin,S35,SINV.SI,226.981,79.44,9.67,2.5,Banking & Investment Services,97
Sing Paincare,FRQ,SINR.SI,29.638,,,4.24,Healthcare Services,
Singapore O&G,1D8,SINP.SI,124.142,39.889,13.07,6.54,Healthcare Services,94
SingaporeKitchen,5WG,SING.SI,10.385,22.211,82.72,,Cyclical Consumer Products,75
SingaporeLandGrp,U06,SIND.SI,3825.222,671.125,42.39,1.31,Real Estate,54
SingHaiyi,5H0,SIHL.SI,283.821,94.788,837.5,,Real Estate,73
SingHoldings,5IC,SHDS.SI,154.383,173.102,9.32,2.6,Real Estate,73
SingMedical,5OT,SMGL.SI,159.397,87.34,18.26,1.21,Healthcare Services,65
SingMyanmar,Y45,SINO.SI,7.716,13.526,,,Transportation,62
SingPost,S08,SPOS.SI,1649.44,1375.916,45.65,3.03,Transportation,111
SingReinsurance,S49,SPRS.SI,208.711,134.227,40.84,2,Insurance,67
SingShipping,S19,SSHP.SI,103.997,55.979,7.61,3.85,Industrial Goods,73
Singtel,Z74,STEL.SI,39304.832,15644,70.33,3.15,Telecommunications Services,128
Singtel 10,Z77,,,,,,,
Sinjia Land,5HH,SINJ.SI,4.609,,,,Cyclical Consumer Services,73
Sino Grandness,T4B,SOGF.SI,22.988,608.333,0.46,,Food & Beverages,42
SinoCloud,5EK,SINL.SI,31.756,2.859,,,Software & IT Services,49
Sinopipe,X06,SPHL.SI,39.173,0,,,Cyclical Consumer Products,36
Sinostar Pec,C9Q,SNSR.SI,224,696.232,4.98,1.43,Energy - Fossil Fuels,68
Sitra,5LE,SITR.SI,19.653,17.268,,,Applied Resources,59
SLB Dev,1J0,SLBD.SI,104.995,45.362,9.66,,Real Estate,61
Soilbuild Const,S7P,SOIL.SI,51.315,148.937,,8.2,Industrial & Commercial Services,72
Soon Lian,5MD,SNLN.SI,12.096,,,,Mineral Resources,66
Soup Restaurant,5KI,SRGL.SI,27.76,31.108,30,2.15,Cyclical Consumer Services,66
Southern Pkg,BQP,SOUT.SI,35.16,122.389,35.85,0.5,Applied Resources,71
SouthernAlliance,QNS,SOUH.SI,547.68,,,0.54,Mineral Resources,
SP Corp,AWE,SPPS.SI,23.867,29.432,17.11,,Industrial & Commercial Services,80
Spackman,40E,SPAC.SI,11.695,12.586,,,Cyclical Consumer Services,78
SPH,T39,SPRM.SI,2849.156,811.363,,2.25,Cyclical Consumer Services,112
SPHREIT,SK6U,SPHR.SI,2406.423,248.016,,3.4,Real Estate,78.6
Spindex Ind,564,SNEX.SI,133.823,167.773,8.62,2.41,Industrial Goods,53
Spura Finance,S23,SBDS.SI,130.916,31.438,27.46,1.82,Banking & Investment Services,88
Sri Trang Agro,NC2,STA.BK,68352,89577.211,4.67,6.93,Automobiles & Auto Parts,61
Sri Trang Gloves,STG,,,,,,,
ST Engineering,S63,STEG.SI,12021.606,7158.286,23.14,3.9,Industrial Goods,97
ST Group Food,DRX,STGR.SI,27.552,36.602,,1.38,Cyclical Consumer Services,53
Stamford Land,H07,SFLD.SI,324.929,113.807,39.34,1.2,Cyclical Consumer Services,78
Stamford Tyres,S29,STAS.SI,43.204,187.385,,2.75,Automobiles & Auto Parts,76
Starburst,40D,STAB.SI,50.595,21.772,5.6,5.13,Industrial & Commercial Services,55
StarhillGbl Reit,P40U,STHL.SI,1217.812,172.475,,3.92,Real Estate,78
StarHub,CC3,STAR.SI,2112.614,2028.8,14.34,4.1,Telecommunications Services,93
Straco,S85,STRA.SI,473.567,29.557,,1.83,Cyclical Consumer Services,54
Straits Trading,S20,STCM.SI,1167.154,386.687,22.61,2.1,Mineral Resources,65
SunMoonFood,AAJ,SMFC.SI,24.324,26.117,,,Food & Beverages,55
Sunpower,5GD,SUNP.SI,767.837,884.979,,0.26,Industrial Goods,47
Sunright,S71,SNRT.SI,57.105,108.944,20.76,0.65,Technology Equipment,51
Sunrise Shares,581,SUNR.SI,9.211,1.152,61.11,,Real Estate,74
Suntar Eco-City,BKZ,SECL.SI,43.618,4.603,1792.8,,Pharmaceuticals & Medical Research,35
Suntec Reit,T82U,SUNT.SI,4177.903,315.39,,4.54,Real Estate,85.3
SUTL Enterprise,BHU,SUTL.SI,43.23,16.149,13.56,4,Cyclical Consumer Services,68
Swiber,BGK,SWBR.SI,49.272,1140.899,,,Energy - Fossil Fuels,35
Swing Media Tech,BEV,SWMT.SI,25.147,194.625,,,Technology Equipment,50
Swissco Hldg,ADP,SWCO.SI,35.329,46.955,,,Energy - Fossil Fuels,22
Sysma,5UO,SYSM.SI,32.625,40.594,13.21,8,Industrial & Commercial Services,54
TA,PA3,TACO.SI,44.036,161.984,,,Real Estate,64
Tai Sin Electric,500,TAIS.SI,159.731,246.015,8.05,4.35,Industrial Goods,60
TalkMed,5G3,TALK.SI,534.644,62.136,23.56,3.33,Healthcare Services,69
Tat Seng Pkg,T12,TASE.SI,123.402,303.069,5.34,2.55,Applied Resources,45
TCIL HK$,T15,0693.HK,4127.284,12319.495,433.4,1.95,Retailers,
Tech Oil & Gas,5CQ,TECH.SI,16.381,65.026,,,Energy - Fossil Fuels,24
TEE Intl,M1Z,TEEI.SI,24.63,170.688,,,Industrial & Commercial Services,69
Teho Intl,5OQ,TEHO.SI,11.3,63.714,4.9,,Industrial Goods,64
TeleChoice Intl,T41,TCIN.SI,81.796,213.474,,2.78,Technology Equipment,66
ThaiBev,Y92,TBEV.SI,17331.941,10536.674,17.27,2.81,Food & Beverages,64
Thakral,AWI,THAK.SI,60.85,90.121,9.11,6.45,Real Estate,84
The Place Hldg,E27,THEP.SI,805.65,1.131,1141.67,,Cyclical Consumer Services,75
TheHourGlass,AGS,HRGS.SI,888.315,658.194,12.52,2.38,Retailers,71
Thomson Medical,A50,THOS.SI,2591.22,214.62,,,Healthcare Services,63
Tianjin ZX USD,T14,TIAN.SI,2520.157,1057.929,7,,Pharmaceuticals & Medical Research,65
TIH,T55,TIHL.SI,59.213,-1.422,,4.08,Collective Investments,55
Tiong Seng,BFI,TISE.SI,66.186,235.938,,1.74,Industrial & Commercial Services,63
Tiong Woon,BQM,TION.SI,106.828,100.945,53.18,0.65,Industrial Goods,47
TLV,42L,TLVH.SI,37.323,,,,Retailers,76
Top Global,BHO,TPGB.SI,125.539,40.683,,,Real Estate,66
Top Glove,BVA,TPGC.KL,40212.098,14922.365,5.83,10.24,Healthcare Services,
Tosei,S2D,8923.T,52286.402,65572.789,16.31,1.77,Real Estate,
Transit Concrete,570,TMCL.SI,9.743,5.011,,,Mineral Resources,56
Travelite,BCZ,TRHL.SI,7.447,28.288,,,Retailers,56
Trek 2000 Intl,5AB,TRKL.SI,41.163,33.672,,,Technology Equipment,42
Trendlines,42T,THET.SI,87.822,5.103,,,Banking & Investment Services,74
TrickleStar,CYW,TRIC.SI,28.787,17.058,30.34,1.72,Industrial Goods,57
Tritech,5G9,TTGL.SI,17.728,5.942,,,Industrial & Commercial Services,78
Triyards,RC5,TRIY.SI,26.751,154.266,,,Energy - Fossil Fuels,46
TSH,KUH,TSHC.SI,5.101,4.152,,,Cyclical Consumer Services,
TT Intl,T09,TINL.SI,14.226,44.397,,,Retailers,37
TTJ,K1Q,TTJH.SI,51.45,58.464,,2.72,Industrial & Commercial Services,60
Tuan Sing,T24,TSHS.SI,503.685,196.817,8.45,1.43,Real Estate,106
Tung Lok Rest,540,TGLK.SI,40.611,62.494,,,Cyclical Consumer Services,63
Tye Soon,BFU,TYES.SI,33.597,198.236,27.46,,Automobiles & Auto Parts,66
UGHealthcare,8K7,UGHE.SI,388.243,250.448,5.64,0.38,Healthcare Services,
UMS,558,UMSH.SI,772.459,179.181,18.67,2.43,Technology Equipment,66
Uni-Asia Grp,CHJ,UAFC.SI,60.522,60.989,,1.3,Real Estate,71
Union Gas,1F2,UNIO.SI,214.049,86.19,15.44,3.24,Utilities,72
Union Steel,BLA,UNIS.SI,23.627,60.114,,,Mineral Resources,73
United Food,AZR,UTDF.SI,7.516,3.715,,,Food & Beverages,34
United Global,43P,UNIT.SI,128.066,0.232,29.76,2.47,Energy - Fossil Fuels,88
Universal Res,BGO,UNIV.SI,3.991,0.01,,,Energy - Fossil Fuels,41
UnUsUaL,1D1,UNUS.SI,190.398,1.346,,,Cyclical Consumer Services,57
UOA,EH5,UOS.AX,375.376,396.508,11.89,2.56,Real Estate,
UOB,U11,UOBH.SI,43950.203,,,2.99,Banking & Investment Services,113
UOB Kay Hian,U10,UOKH.SI,1389.364,587.593,8.64,5.72,Banking & Investment Services,52
UOI,U13,UOIS.SI,429.92,55.342,17.84,2.42,Insurance,90
UOL,U14,UTOS.SI,6222.146,1977.148,474.87,2.04,Real Estate,86
USP Group,BRS,USPG.SI,8.001,30.002,,,Energy - Fossil Fuels,27
